date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:43	58620/58620	---M--	200	added ('OK')	text/css	etag:%22afa06d9-e4fc-586b29e8e9b80%22	http://thememine.net/themeforest/buildco/assets/css/bootsnav.css	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/css/bootsnav.css	(from http://thememine.net/themeforest/buildco/index.html)
21:05:44	103728/103728	---M--	200	added ('OK')	text/css	etag:%22afa0705-19530-58766861cc680%22	http://thememine.net/themeforest/buildco/style.css	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/style.css	(from http://thememine.net/themeforest/buildco/index.html)
21:05:45	20363/20363	---M--	200	added ('OK')	text/css	etag:%22afa06d7-4f8b-587676fe1bf00%22	http://thememine.net/themeforest/buildco/assets/css/responsive.css	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/css/responsive.css	(from http://thememine.net/themeforest/buildco/index.html)
21:05:47	79135/79135	---M-Z	200	added ('OK')	text/html	etag:%22afa06ed-1351f-587677b907800-gzip%22	http://thememine.net/themeforest/buildco/index-1.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-1.html	(from http://thememine.net/themeforest/buildco/index.html)
21:05:48	59438/59438	---M-Z	200	added ('OK')	text/html	etag:%22afa0704-e82e-587677d78c000-gzip%22	http://thememine.net/themeforest/buildco/index-2.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-2.html	(from http://thememine.net/themeforest/buildco/index.html)
21:05:50	23500/23500	---M--	200	added ('OK')	image/png	etag:%22afa0685-5bcc-586b607c3de00%22	http://thememine.net/themeforest/buildco/assets/img/logo-big.png	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/logo-big.png	(from http://thememine.net/themeforest/buildco/index.html)
21:05:51	77244/77244	---M-Z	200	added ('OK')	text/html	etag:%22afa06ff-12dbc-587677fdb1a00-gzip%22	http://thememine.net/themeforest/buildco/index-3.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-3.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:09	151613/151613	---M--	200	added ('OK')	image/jpeg	etag:%22afa06a9-2503d-586c4e4ce7180%22	http://thememine.net/themeforest/buildco/assets/img/banner/22.jpg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/banner/22.jpg	(from http://thememine.net/themeforest/buildco/index.html)
21:06:09	130998/130998	---M--	200	added ('OK')	image/jpeg	etag:%22afa06cf-1ffb6-5870196118180%22	http://thememine.net/themeforest/buildco/assets/img/demo/index-1.jpg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/demo/index-1.jpg	(from http://thememine.net/themeforest/buildco/index.html)
21:06:09	64290/64290	---M-Z	200	added ('OK')	text/html	etag:%22afa06f7-fb22-5876781495000-gzip%22	http://thememine.net/themeforest/buildco/index-4.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-4.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:10	121327/121327	---M--	200	added ('OK')	image/jpeg	etag:%22afa06ce-1d9ef-5870199e21180%22	http://thememine.net/themeforest/buildco/assets/img/demo/index-3.jpg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/demo/index-3.jpg	(from http://thememine.net/themeforest/buildco/index.html)
21:06:11	70655/70655	---M-Z	200	added ('OK')	text/html	etag:%22afa062e-113ff-58767838d2580-gzip%22	http://thememine.net/themeforest/buildco/index-5.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-5.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:11	147425/147425	---M--	200	added ('OK')	image/jpeg	etag:%22afa06cb-23fe1-5870197db4500%22	http://thememine.net/themeforest/buildco/assets/img/demo/index-2.jpg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/demo/index-2.jpg	(from http://thememine.net/themeforest/buildco/index.html)
21:06:12	60724/60724	---M-Z	200	added ('OK')	text/html	etag:%22afa06f8-ed34-587678556e900-gzip%22	http://thememine.net/themeforest/buildco/index-6.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-6.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:13	67003/67003	---M-Z	200	added ('OK')	text/html	etag:%22afa0638-105bb-587670a324080-gzip%22	http://thememine.net/themeforest/buildco/index-op.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-op.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:13	54972/54972	---M-Z	200	added ('OK')	text/html	etag:%22afa06f0-d6bc-5876787022800-gzip%22	http://thememine.net/themeforest/buildco/index-op-2.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-op-2.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:17	77849/77849	---M-Z	200	added ('OK')	text/html	etag:%22afa0708-13019-5876789277900-gzip%22	http://thememine.net/themeforest/buildco/index-op-3.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-op-3.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:19	52077/52077	---M-Z	200	added ('OK')	text/html	etag:%22afa0702-cb6d-587678af13c80-gzip%22	http://thememine.net/themeforest/buildco/index-op-4.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-op-4.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:19	48573/48573	---M-Z	200	added ('OK')	text/html	etag:%22afa062c-bdbd-587678cd98480-gzip%22	http://thememine.net/themeforest/buildco/index-op-5.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/index-op-5.html	(from http://thememine.net/themeforest/buildco/index.html)
21:06:21	5361/5361	---M--	200	added ('OK')	image/png	etag:%22afa0660-14f1-586b6085c7480%22	http://thememine.net/themeforest/buildco/assets/img/logo-light.png	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/logo-light.png	(from http://thememine.net/themeforest/buildco/index.html)
21:06:29	109986/109986	---M--	200	added ('OK')	image/jpeg	etag:%22afa06cd-1ada2-587019f7c6500%22	http://thememine.net/themeforest/buildco/assets/img/demo/index-6.jpg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/demo/index-6.jpg	(from http://thememine.net/themeforest/buildco/index.html)
21:06:31	142820/142820	---M--	200	added ('OK')	image/jpeg	etag:%22afa06cc-22de4-587019be8de00%22	http://thememine.net/themeforest/buildco/assets/img/demo/index-4.jpg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/demo/index-4.jpg	(from http://thememine.net/themeforest/buildco/index.html)
21:06:32	1327/1327	---M--	200	added ('OK')	application/javascript	etag:%22afa063e-52f-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/equal-height.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/equal-height.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:32	142545/142545	---M--	200	added ('OK')	image/jpeg	etag:%22afa06d0-22cd1-587019dd12600%22	http://thememine.net/themeforest/buildco/assets/img/demo/index-5.jpg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/demo/index-5.jpg	(from http://thememine.net/themeforest/buildco/index.html)
21:06:33	4474/4474	---M--	200	added ('OK')	application/javascript	etag:%22afa0645-117a-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/jquery.appear.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/jquery.appear.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:34	5599/5599	---M--	200	added ('OK')	application/javascript	etag:%22afa0649-15df-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/jquery.easing.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/jquery.easing.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:35	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%22afa0647-90b5-57489f2e52b80%22	http://thememine.net/themeforest/buildco/assets/js/bootstrap.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/bootstrap.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:36	97163/97163	---M--	200	added ('OK')	application/javascript	etag:%22afa063f-17b8b-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/jquery-1.12.4.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/jquery-1.12.4.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:36	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%22afa064a-4ef8-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/jquery.magnific-popup.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/jquery.magnific-popup.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:36	15253/15253	---M--	200	added ('OK')	application/javascript	etag:%22afa0644-3b95-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/modernizr.custom.13711.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/modernizr.custom.13711.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:37	8415/8415	---M--	200	added ('OK')	application/javascript	etag:%22afa064b-20df-57489f3223480%22	http://thememine.net/themeforest/buildco/assets/js/wow.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/wow.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:38	5441/5441	---M--	200	added ('OK')	application/javascript	etag:%22afa063b-1541-575fe1b8e3200%22	http://thememine.net/themeforest/buildco/assets/js/imagesloaded.pkgd.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/imagesloaded.pkgd.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:38	2621/2621	---M--	200	added ('OK')	application/javascript	etag:%22afa0648-a3d-57489f2e52b80%22	http://thememine.net/themeforest/buildco/assets/js/count-to.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/count-to.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:38	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:39%20GMT	http://thememine.net/themeforest/buildco/assets/js/typed.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/typed.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:39	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:39%20GMT	http://thememine.net/themeforest/buildco/assets/js/YTPlayer.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/YTPlayer.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:42	42767/42767	---M--	200	added ('OK')	application/javascript	etag:%22afa064c-a70f-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/owl.carousel.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/owl.carousel.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:42	15169/15169	---M--	200	added ('OK')	application/javascript	etag:%22afa063c-3b41-5876665ce8300%22	http://thememine.net/themeforest/buildco/assets/js/main.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/main.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:42	35313/35313	---M--	200	added ('OK')	application/javascript	etag:%22afa0643-89f1-57489f303b000%22	http://thememine.net/themeforest/buildco/assets/js/isotope.pkgd.min.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/isotope.pkgd.min.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:42	28004/28004	---M--	200	added ('OK')	application/javascript	etag:%22afa063d-6d64-57489f2e52b80%22	http://thememine.net/themeforest/buildco/assets/js/bootsnav.js	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/js/bootsnav.js	(from http://thememine.net/themeforest/buildco/index.html)
21:06:42	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:43%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.eot	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.eot	(from http://thememine.net/themeforest/buildco/assets/css/bootstrap.min.css)
21:06:42	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:43%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.eot?	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://thememine.net/themeforest/buildco/assets/css/bootstrap.min.css)
21:06:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:43%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.woff2	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.woff2	(from http://thememine.net/themeforest/buildco/assets/css/bootstrap.min.css)
21:06:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:43%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.woff	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.woff	(from http://thememine.net/themeforest/buildco/assets/css/bootstrap.min.css)
21:06:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:44%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.ttf	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.ttf	(from http://thememine.net/themeforest/buildco/assets/css/bootstrap.min.css)
21:06:44	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:44%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.svg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/glyphicons-halflings-regular.svg	(from http://thememine.net/themeforest/buildco/assets/css/bootstrap.min.css)
21:06:55	63376/63376	---M--	200	added ('OK')	font/woff2	etag:%22afa06e4-f790-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.woff2	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.woff2	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:06:57	73920/73920	---M--	200	added ('OK')	font/woff	etag:%22afa06e5-120c0-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.woff	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.woff	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:06:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:06:58%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.svg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.3a.delayed	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:00	115052/115052	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22afa06e6-1c16c-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.eot	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.eot	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:02	115052/115052	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22afa06e6-1c16c-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.eot?	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-brands-400d41d.eot	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:03	14952/14952	---M--	200	added ('OK')	font/woff2	etag:%22afa06df-3a68-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.woff2	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.woff2	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:04	40744/40744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22afa06e7-9f28-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.eot	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.eot	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:06	18212/18212	---M--	200	added ('OK')	font/woff	etag:%22afa06e1-4724-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.woff	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.woff	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:06	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:07:07%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.svg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.svg	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:09	40744/40744	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22afa06e7-9f28-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.eot?	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-regular-400d41d.eot	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:11	40516/40516	---M--	200	added ('OK')	font/ttf	etag:%22afa06de-9e44-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.ttf	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-regular-400.ttf	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:12	114816/114816	---M--	200	added ('OK')	font/ttf	etag:%22afa06e3-1c080-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.ttf	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-brands-400.ttf	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:19	59572/59572	---M--	200	added ('OK')	font/woff2	etag:%22afa06dd-e8b4-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.woff2	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.woff2	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:25	76632/76632	---M--	200	added ('OK')	font/woff	etag:%22afa06e0-12b58-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.woff	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.woff	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:25	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:07:26%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.svg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.44.delayed	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:26	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:07:26%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/Flaticon.eot	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/Flaticon.eot	(from http://thememine.net/themeforest/buildco/assets/css/flaticon-set.css)
21:07:26	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:07:27%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/Flaticon.eot?	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/Flaticond41d.eot	(from http://thememine.net/themeforest/buildco/assets/css/flaticon-set.css)
21:07:30	24680/24680	---M--	200	added ('OK')	font/woff	etag:%22afa06e9-6068-586b10901ce80%22	http://thememine.net/themeforest/buildco/assets/fonts/Flaticon.woff	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/Flaticon.woff	(from http://thememine.net/themeforest/buildco/assets/css/flaticon-set.css)
21:07:31	160768/160768	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22afa06eb-27400-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.eot	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.eot	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:07:33%20GMT	http://thememine.net/themeforest/buildco/assets/fonts/Flaticon.svg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/Flaticon.49.delayed	(from http://thememine.net/themeforest/buildco/assets/css/flaticon-set.css)
21:07:32	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:07:33%20GMT	http://thememine.net/themeforest/buildco/assets/css/Flaticon.svg	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/css/Flaticon.svg	(from http://thememine.net/themeforest/buildco/assets/css/flaticon-set.css)
21:07:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Aug%202020%2018:07:33%20GMT	http://thememine.net/themeforest/buildco/assets/css/owl.video.play.png	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/css/owl.video.play.png	(from http://thememine.net/themeforest/buildco/assets/css/owl.carousel.min.css)
21:07:35	12248/12248	---M--	200	added ('OK')	image/gif	etag:%22afa0661-2fd8-586b202c02200%22	http://thememine.net/themeforest/buildco/assets/img/preloader.gif	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/preloader.gif	(from http://thememine.net/themeforest/buildco/style.css)
21:07:36	160768/160768	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22afa06eb-27400-57489f2c6a700%22	http://thememine.net/themeforest/buildco/assets/fonts/fa-solid-900.eot?	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/fa-solid-900d41d.eot	(from http://thememine.net/themeforest/buildco/assets/css/font-awesome.min.css)
21:07:36	38900/38900	---M--	200	added ('OK')	font/ttf	etag:%22afa06e8-97f4-586b10901ce80%22	http://thememine.net/themeforest/buildco/assets/fonts/Flaticon.ttf	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/fonts/Flaticon.ttf	(from http://thememine.net/themeforest/buildco/assets/css/flaticon-set.css)
21:07:36	46330/46330	---M-Z	200	added ('OK')	text/html	etag:%22afa06fd-b4fa-58766e16d3d80-gzip%22	http://thememine.net/themeforest/buildco/about-us.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/about-us.html	(from http://thememine.net/themeforest/buildco/index-1.html)
21:07:37	5741/5741	---M--	200	added ('OK')	image/png	etag:%22afa065f-166d-586b5fed30c80%22	http://thememine.net/themeforest/buildco/assets/img/logo.png	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/assets/img/logo.png	(from http://thememine.net/themeforest/buildco/index-1.html)
21:07:37	27339/27339	---M-Z	200	added ('OK')	text/html	etag:%22afa06f3-6acb-58766e3370100-gzip%22	http://thememine.net/themeforest/buildco/contact.html	C:/Benim%20Web%20Sitem/bbb/thememine.net/themeforest/buildco/contact.html	(from http://thememine.net/themeforest/buildco/index-1.html)
